cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd
1135	11	212.122	0	212.122	6.04797e+06	11	0	0	0	0	0	Urine_37_Top10_POS.mzXML:247###Urine_37_Top10_POS.mzXML:336###Urine_37_Top10_POS.mzXML:615###Urine_37_Top10_POS.mzXML:794###Urine_37_Top10_POS.mzXML:5575###Urine_37_Top10_POS.mzXML:5595###Urine_37_Top10_POS.mzXML:5679###Urine_37_Top10_POS.mzXML:5699###Urine_37_Top10_POS.mzXML:6702###Urine_37_Top10_POS.mzXML:8783###Urine_37_Top10_POS.mzXML:8870###	 	G1,	675.315836364	509.229427236	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1135	1	1
1136	19	212.101	0	212.101	1.80696e+08	9	10	0	0	0	0	Urine_37_Top10_POS.mzXML:1837###Urine_37_Top10_POS.mzXML:1952###Urine_37_Top10_POS.mzXML:2073###Urine_37_Top10_POS.mzXML:2195###Urine_37_Top10_POS.mzXML:2316###Urine_37_Top10_POS.mzXML:2437###Urine_37_Top10_POS.mzXML:2556###Urine_37_Top10_POS.mzXML:2676###Urine_37_Top10_POS.mzXML:2796###Urine_64_Top10_POS.mzXML:1678###Urine_64_Top10_POS.mzXML:1679###Urine_64_Top10_POS.mzXML:1794###Urine_64_Top10_POS.mzXML:2025###Urine_64_Top10_POS.mzXML:2146###Urine_64_Top10_POS.mzXML:2267###Urine_64_Top10_POS.mzXML:2389###Urine_64_Top10_POS.mzXML:2509###Urine_64_Top10_POS.mzXML:2629###Urine_64_Top10_POS.mzXML:2644###	 	G1,G2,	368.394631579	47.763843998	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1136	2	0
1137	29	212.101	0	212.101	1.76508e+07	7	22	0	0	0	0	Urine_37_Top10_POS.mzXML:56###Urine_37_Top10_POS.mzXML:158###Urine_37_Top10_POS.mzXML:429###Urine_37_Top10_POS.mzXML:521###Urine_37_Top10_POS.mzXML:1236###Urine_37_Top10_POS.mzXML:3848###Urine_37_Top10_POS.mzXML:7267###Urine_64_Top10_POS.mzXML:23###Urine_64_Top10_POS.mzXML:192###Urine_64_Top10_POS.mzXML:276###Urine_64_Top10_POS.mzXML:359###Urine_64_Top10_POS.mzXML:440###Urine_64_Top10_POS.mzXML:520###Urine_64_Top10_POS.mzXML:598###Urine_64_Top10_POS.mzXML:660###Urine_64_Top10_POS.mzXML:679###Urine_64_Top10_POS.mzXML:744###Urine_64_Top10_POS.mzXML:758###Urine_64_Top10_POS.mzXML:839###Urine_64_Top10_POS.mzXML:917###Urine_64_Top10_POS.mzXML:996###Urine_64_Top10_POS.mzXML:1077###Urine_64_Top10_POS.mzXML:1164###Urine_64_Top10_POS.mzXML:2751###Urine_64_Top10_POS.mzXML:2763###Urine_64_Top10_POS.mzXML:3004###Urine_64_Top10_POS.mzXML:3470###Urine_64_Top10_POS.mzXML:8427###Urine_64_Top10_POS.mzXML:8507###	 	G1,G2,	303.644865517	386.871719667	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1137	2	0
1143	4	212.94	0	212.94	2.01824e+06	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:8059###Urine_37_Top10_POS.mzXML:8146###Urine_64_Top10_POS.mzXML:7544###Urine_64_Top10_POS.mzXML:7634###	 	G1,G2,	1254.0925	9.12678977881	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1143	2	1
1144	8	213.029	0	213.029	2.03888e+07	7	1	0	0	0	0	Urine_37_Top10_POS.mzXML:2310###Urine_37_Top10_POS.mzXML:2429###Urine_37_Top10_POS.mzXML:2549###Urine_37_Top10_POS.mzXML:2705###Urine_37_Top10_POS.mzXML:2833###Urine_37_Top10_POS.mzXML:2958###Urine_37_Top10_POS.mzXML:3074###Urine_64_Top10_POS.mzXML:1906###	 	G1,G2,	408.302625	46.973069266	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1144	2	1
1146	5	213.121	0	213.121	4.52387e+06	3	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3273###Urine_37_Top10_POS.mzXML:3550###Urine_37_Top10_POS.mzXML:3666###Urine_64_Top10_POS.mzXML:3348###Urine_64_Top10_POS.mzXML:3468###	 	G1,G2,	531.4398	21.1463425372	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1146	2	0
1147	3	213.13	0	213.13	1.27672e+06	1	2	0	0	0	0	Urine_37_Top10_POS.mzXML:5497###Urine_64_Top10_POS.mzXML:5220###Urine_64_Top10_POS.mzXML:5311###	 	G1,G2,	815.790666667	8.97361155463	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1147	2	0
1151	9	214.05	0	214.05	1.05461e+07	6	3	0	0	0	0	Urine_37_Top10_POS.mzXML:1859###Urine_37_Top10_POS.mzXML:1996###Urine_37_Top10_POS.mzXML:2120###Urine_37_Top10_POS.mzXML:2238###Urine_37_Top10_POS.mzXML:2360###Urine_37_Top10_POS.mzXML:2482###Urine_64_Top10_POS.mzXML:2099###Urine_64_Top10_POS.mzXML:2240###Urine_64_Top10_POS.mzXML:2363###	 	G1,G2,	358.285888889	30.4030865022	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1151	2	0
1152	2	214.08	0	214.08	2.49826e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3751###Urine_64_Top10_POS.mzXML:3576###	 	G1,G2,	561.2255	0.71488495578	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1152	2	0
1160	18	215.127	0	215.127	1.31992e+08	9	9	0	0	0	0	Urine_37_Top10_POS.mzXML:2711###Urine_37_Top10_POS.mzXML:2829###Urine_37_Top10_POS.mzXML:2950###Urine_37_Top10_POS.mzXML:3014###Urine_37_Top10_POS.mzXML:3071###Urine_37_Top10_POS.mzXML:3192###Urine_37_Top10_POS.mzXML:3597###Urine_37_Top10_POS.mzXML:3799###Urine_37_Top10_POS.mzXML:3980###Urine_64_Top10_POS.mzXML:2561###Urine_64_Top10_POS.mzXML:2643###Urine_64_Top10_POS.mzXML:2686###Urine_64_Top10_POS.mzXML:2764###Urine_64_Top10_POS.mzXML:2808###Urine_64_Top10_POS.mzXML:2923###Urine_64_Top10_POS.mzXML:2929###Urine_64_Top10_POS.mzXML:3054###Urine_64_Top10_POS.mzXML:3504###	 	G1,G2,	479.078333333	50.6854003762	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1160	2	0
1164	8	215.089	0	215.089	2.41162e+07	6	2	0	0	0	0	Urine_37_Top10_POS.mzXML:2012###Urine_37_Top10_POS.mzXML:2132###Urine_37_Top10_POS.mzXML:2241###Urine_37_Top10_POS.mzXML:2250###Urine_37_Top10_POS.mzXML:2361###Urine_37_Top10_POS.mzXML:2370###Urine_64_Top10_POS.mzXML:2107###Urine_64_Top10_POS.mzXML:2226###	 	G1,G2,	358.894625	17.4703704674	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1164	2	1
1167	3	216.095	0	216.095	1.40558e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4268###Urine_37_Top10_POS.mzXML:4938###Urine_64_Top10_POS.mzXML:4099###	 	G1,G2,	664.038333333	54.5355710737	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1167	2	0
1168	2	216.13	0	216.13	2.42837e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:2790###Urine_64_Top10_POS.mzXML:2748###	 	G1,G2,	440.44	11.4537156417	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1168	2	1
1170	41	216.87	0	216.87	2.37902e+07	23	18	0	0	0	0	Urine_37_Top10_POS.mzXML:22###Urine_37_Top10_POS.mzXML:119###Urine_37_Top10_POS.mzXML:205###Urine_37_Top10_POS.mzXML:295###Urine_37_Top10_POS.mzXML:386###Urine_37_Top10_POS.mzXML:478###Urine_37_Top10_POS.mzXML:568###Urine_37_Top10_POS.mzXML:661###Urine_37_Top10_POS.mzXML:750###Urine_37_Top10_POS.mzXML:842###Urine_37_Top10_POS.mzXML:931###Urine_37_Top10_POS.mzXML:1021###Urine_37_Top10_POS.mzXML:1108###Urine_37_Top10_POS.mzXML:1195###Urine_37_Top10_POS.mzXML:1297###Urine_37_Top10_POS.mzXML:8518###Urine_37_Top10_POS.mzXML:8616###Urine_37_Top10_POS.mzXML:8712###Urine_37_Top10_POS.mzXML:8804###Urine_37_Top10_POS.mzXML:8888###Urine_37_Top10_POS.mzXML:8963###Urine_37_Top10_POS.mzXML:9039###Urine_37_Top10_POS.mzXML:9115###Urine_64_Top10_POS.mzXML:21###Urine_64_Top10_POS.mzXML:106###Urine_64_Top10_POS.mzXML:191###Urine_64_Top10_POS.mzXML:275###Urine_64_Top10_POS.mzXML:357###Urine_64_Top10_POS.mzXML:437###Urine_64_Top10_POS.mzXML:518###Urine_64_Top10_POS.mzXML:599###Urine_64_Top10_POS.mzXML:683###Urine_64_Top10_POS.mzXML:762###Urine_64_Top10_POS.mzXML:843###Urine_64_Top10_POS.mzXML:923###Urine_64_Top10_POS.mzXML:1004###Urine_64_Top10_POS.mzXML:1085###Urine_64_Top10_POS.mzXML:7879###Urine_64_Top10_POS.mzXML:7967###Urine_64_Top10_POS.mzXML:8062###Urine_64_Top10_POS.mzXML:8151###	 	G1,G2,	478.110093902	582.272711421	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1170	2	1
1174	18	217.118	0	217.118	2.31456e+08	9	9	0	0	0	0	Urine_37_Top10_POS.mzXML:1748###Urine_37_Top10_POS.mzXML:1861###Urine_37_Top10_POS.mzXML:1971###Urine_37_Top10_POS.mzXML:2092###Urine_37_Top10_POS.mzXML:2214###Urine_37_Top10_POS.mzXML:2336###Urine_37_Top10_POS.mzXML:2490###Urine_37_Top10_POS.mzXML:2623###Urine_37_Top10_POS.mzXML:2742###Urine_64_Top10_POS.mzXML:1600###Urine_64_Top10_POS.mzXML:1716###Urine_64_Top10_POS.mzXML:1892###Urine_64_Top10_POS.mzXML:2002###Urine_64_Top10_POS.mzXML:2112###Urine_64_Top10_POS.mzXML:2223###Urine_64_Top10_POS.mzXML:2334###Urine_64_Top10_POS.mzXML:2457###Urine_64_Top10_POS.mzXML:2574###	 	G1,G2,	357.34	45.598387069	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1174	2	0
1175	4	217.129	0	217.129	7.52058e+07	3	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4112###Urine_37_Top10_POS.mzXML:4226###Urine_37_Top10_POS.mzXML:4348###Urine_64_Top10_POS.mzXML:4000###	 	G1,G2,	624.009	13.2532561282	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1175	2	0
1177	10	217.154	0	217.154	2.60246e+07	4	6	0	0	0	0	Urine_37_Top10_POS.mzXML:3571###Urine_37_Top10_POS.mzXML:3689###Urine_37_Top10_POS.mzXML:4001###Urine_37_Top10_POS.mzXML:5559###Urine_64_Top10_POS.mzXML:3359###Urine_64_Top10_POS.mzXML:3476###Urine_64_Top10_POS.mzXML:3597###Urine_64_Top10_POS.mzXML:3778###Urine_64_Top10_POS.mzXML:3896###Urine_64_Top10_POS.mzXML:5307###	 	G1,G2,	616.9388	111.401803035	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1177	2	0
1178	12	218.031	0	218.031	2.47035e+07	5	7	0	0	0	0	Urine_37_Top10_POS.mzXML:1767###Urine_37_Top10_POS.mzXML:1887###Urine_37_Top10_POS.mzXML:2008###Urine_37_Top10_POS.mzXML:2130###Urine_37_Top10_POS.mzXML:2254###Urine_64_Top10_POS.mzXML:1610###Urine_64_Top10_POS.mzXML:1729###Urine_64_Top10_POS.mzXML:1774###Urine_64_Top10_POS.mzXML:1850###Urine_64_Top10_POS.mzXML:1972###Urine_64_Top10_POS.mzXML:2091###Urine_64_Top10_POS.mzXML:2209###	 	G1,G2,	327.461666667	27.324840315	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1178	2	0
1179	3	218.088	0	218.088	3.738e+06	3	0	0	0	0	0	Urine_37_Top10_POS.mzXML:2376###Urine_37_Top10_POS.mzXML:2496###Urine_37_Top10_POS.mzXML:2812###	 	G1,	401.482	30.3310559658	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1179	1	0
1180	2	218.094	0	218.094	9.22183e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:4191###Urine_37_Top10_POS.mzXML:4209###	 	G1,	620.9585	1.62988113063	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1180	1	0
1183	10	218.127	0	218.127	6.75418e+07	5	5	0	0	0	0	Urine_37_Top10_POS.mzXML:2882###Urine_37_Top10_POS.mzXML:2899###Urine_37_Top10_POS.mzXML:3017###Urine_37_Top10_POS.mzXML:3064###Urine_37_Top10_POS.mzXML:3138###Urine_64_Top10_POS.mzXML:2758###Urine_64_Top10_POS.mzXML:2823###Urine_64_Top10_POS.mzXML:2833###Urine_64_Top10_POS.mzXML:2942###Urine_64_Top10_POS.mzXML:2950###	 	G1,G2,	462.2077	12.4145351464	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1183	2	1
1184	5	218.131	0	218.131	1.95633e+07	3	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3275###Urine_37_Top10_POS.mzXML:3315###Urine_37_Top10_POS.mzXML:3403###Urine_64_Top10_POS.mzXML:3180###Urine_64_Top10_POS.mzXML:3305###	 	G1,G2,	508.773	10.4580541928	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1184	2	1
1185	4	218.124	0	218.124	1.30553e+06	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:4649###Urine_37_Top10_POS.mzXML:4756###Urine_64_Top10_POS.mzXML:4437###Urine_64_Top10_POS.mzXML:4541###	 	G1,G2,	692.15475	9.04947023772	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1185	2	1
1186	2	218.139	0	218.139	1.30755e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:1557###Urine_64_Top10_POS.mzXML:1433###	 	G1,G2,	262.3225	0.911460640949	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1186	2	1
1188	2	218.15	0	218.15	521307	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:6405###Urine_64_Top10_POS.mzXML:6078###	 	G1,G2,	949.2975	5.11450334832	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1188	2	1
1189	2	218.15	0	218.15	1.82545e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:5618###Urine_37_Top10_POS.mzXML:5729###	 	G1,	838.1755	11.4402806128	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1189	1	1
1191	4	219.019	0	219.019	1.52679e+06	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:4706###Urine_37_Top10_POS.mzXML:4769###Urine_64_Top10_POS.mzXML:4522###Urine_64_Top10_POS.mzXML:4562###	 	G1,G2,	698.684	4.6929030816	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1191	2	1
1192	6	219.076	0	219.076	4.51103e+06	3	3	0	0	0	0	Urine_37_Top10_POS.mzXML:3569###Urine_37_Top10_POS.mzXML:3794###Urine_37_Top10_POS.mzXML:3927###Urine_64_Top10_POS.mzXML:3379###Urine_64_Top10_POS.mzXML:3496###Urine_64_Top10_POS.mzXML:3513###	 	G1,G2,	554.265666667	18.6721254137	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1192	2	1
1193	7	219.1	0	219.1	7.09591e+06	4	3	0	0	0	0	Urine_37_Top10_POS.mzXML:4057###Urine_37_Top10_POS.mzXML:4118###Urine_37_Top10_POS.mzXML:4498###Urine_37_Top10_POS.mzXML:4612###Urine_64_Top10_POS.mzXML:3876###Urine_64_Top10_POS.mzXML:4280###Urine_64_Top10_POS.mzXML:4322###	 	G1,G2,	640.744714286	34.046875866	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1193	2	1
1194	2	219.06	0	219.06	4.78042e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4173###Urine_64_Top10_POS.mzXML:3996###	 	G1,G2,	619.035	1.86817611589	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1194	2	1
1195	9	219.168	0	219.168	1.31244e+09	5	4	0	0	0	0	Urine_37_Top10_POS.mzXML:3264###Urine_37_Top10_POS.mzXML:3354###Urine_37_Top10_POS.mzXML:3366###Urine_37_Top10_POS.mzXML:3390###Urine_37_Top10_POS.mzXML:3511###Urine_64_Top10_POS.mzXML:3098###Urine_64_Top10_POS.mzXML:3213###Urine_64_Top10_POS.mzXML:3224###Urine_64_Top10_POS.mzXML:3298###	 	G1,G2,	510.732666667	10.8036410298	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1195	2	0
1197	2	219.15	0	219.15	707248	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:5093###Urine_37_Top10_POS.mzXML:5468###	 	G1,	778.353	40.1763930935	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1197	1	0
1198	2	220.06	0	220.06	1.69494e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:1645###Urine_64_Top10_POS.mzXML:1513###	 	G1,G2,	274.7895	0.135057395207	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1198	2	0
1201	18	220.122	0	220.122	3.04197e+07	9	9	0	0	0	0	Urine_37_Top10_POS.mzXML:2045###Urine_37_Top10_POS.mzXML:2159###Urine_37_Top10_POS.mzXML:2281###Urine_37_Top10_POS.mzXML:2404###Urine_37_Top10_POS.mzXML:2526###Urine_37_Top10_POS.mzXML:2703###Urine_37_Top10_POS.mzXML:2714###Urine_37_Top10_POS.mzXML:2746###Urine_37_Top10_POS.mzXML:2819###Urine_64_Top10_POS.mzXML:1867###Urine_64_Top10_POS.mzXML:1983###Urine_64_Top10_POS.mzXML:2105###Urine_64_Top10_POS.mzXML:2228###Urine_64_Top10_POS.mzXML:2349###Urine_64_Top10_POS.mzXML:2569###Urine_64_Top10_POS.mzXML:2572###Urine_64_Top10_POS.mzXML:2603###Urine_64_Top10_POS.mzXML:2688###	 	G1,G2,	390.946833333	38.860677891	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1201	2	1
1202	3	220.12	0	220.12	2.59976e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3685###Urine_37_Top10_POS.mzXML:3810###Urine_64_Top10_POS.mzXML:3537###	 	G1,G2,	558.947666667	8.11618483854	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1202	2	1
1204	4	220.171	0	220.171	6.53739e+07	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3328###Urine_37_Top10_POS.mzXML:3449###Urine_64_Top10_POS.mzXML:3175###Urine_64_Top10_POS.mzXML:3188###	 	G1,G2,	509.64425	7.12480621374	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1204	2	1
1205	2	221.06	0	221.06	1.33846e+06	0	2	0	0	0	0	Urine_64_Top10_POS.mzXML:1989###Urine_64_Top10_POS.mzXML:2110###	 	G2,	351.055	12.1169818024	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1205	1	1
1206	2	221.079	0	221.079	2.11279e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4219###Urine_64_Top10_POS.mzXML:4116###	 	G1,G2,	630.403	9.71281874638	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1206	2	1
1207	9	221.11	0	221.11	1.57474e+07	5	4	0	0	0	0	Urine_37_Top10_POS.mzXML:2999###Urine_37_Top10_POS.mzXML:3116###Urine_37_Top10_POS.mzXML:3238###Urine_37_Top10_POS.mzXML:3394###Urine_37_Top10_POS.mzXML:3438###Urine_64_Top10_POS.mzXML:2862###Urine_64_Top10_POS.mzXML:2982###Urine_64_Top10_POS.mzXML:3210###Urine_64_Top10_POS.mzXML:3258###	 	G1,G2,	492.621222222	23.2833562324	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1207	2	1
1209	2	221.15	0	221.15	694833	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:5198###Urine_37_Top10_POS.mzXML:5305###	 	G1,	773.793	11.4211887297	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1209	1	0
1210	2	221.15	0	221.15	567260	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:5444###Urine_64_Top10_POS.mzXML:5186###	 	G1,G2,	803.5185	1.11510739393	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1210	2	0
1212	9	222.085	0	222.085	1.74564e+07	4	5	0	0	0	0	Urine_37_Top10_POS.mzXML:3869###Urine_37_Top10_POS.mzXML:3937###Urine_37_Top10_POS.mzXML:3987###Urine_37_Top10_POS.mzXML:4107###Urine_64_Top10_POS.mzXML:3658###Urine_64_Top10_POS.mzXML:3680###Urine_64_Top10_POS.mzXML:3779###Urine_64_Top10_POS.mzXML:3796###Urine_64_Top10_POS.mzXML:3915###	 	G1,G2,	589.014666667	13.2494144022	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1212	2	0
1213	5	222.08	0	222.08	4.34444e+06	3	2	0	0	0	0	Urine_37_Top10_POS.mzXML:1824###Urine_37_Top10_POS.mzXML:1968###Urine_37_Top10_POS.mzXML:2100###Urine_64_Top10_POS.mzXML:1868###Urine_64_Top10_POS.mzXML:2000###	 	G1,G2,	325.669	17.1241161524	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1213	2	0
1214	4	222.1	0	222.1	4.93118e+06	3	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3562###Urine_37_Top10_POS.mzXML:3677###Urine_37_Top10_POS.mzXML:3811###Urine_64_Top10_POS.mzXML:3531###	 	G1,G2,	552.65525	13.5474538167	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1214	2	0
1217	15	223.094	0	223.094	2.30735e+07	4	11	0	0	0	0	Urine_37_Top10_POS.mzXML:1406###Urine_37_Top10_POS.mzXML:1435###Urine_37_Top10_POS.mzXML:1544###Urine_37_Top10_POS.mzXML:1658###Urine_64_Top10_POS.mzXML:1243###Urine_64_Top10_POS.mzXML:1309###Urine_64_Top10_POS.mzXML:1354###Urine_64_Top10_POS.mzXML:1370###Urine_64_Top10_POS.mzXML:1395###Urine_64_Top10_POS.mzXML:1420###Urine_64_Top10_POS.mzXML:1465###Urine_64_Top10_POS.mzXML:1531###Urine_64_Top10_POS.mzXML:1641###Urine_64_Top10_POS.mzXML:1713###Urine_64_Top10_POS.mzXML:1756###	 	G1,G2,	264.9054	23.0922533665	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1217	2	1
1218	11	223.091	0	223.091	2.18984e+07	11	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1815###Urine_37_Top10_POS.mzXML:1879###Urine_37_Top10_POS.mzXML:1888###Urine_37_Top10_POS.mzXML:1994###Urine_37_Top10_POS.mzXML:2007###Urine_37_Top10_POS.mzXML:2116###Urine_37_Top10_POS.mzXML:2131###Urine_37_Top10_POS.mzXML:2242###Urine_37_Top10_POS.mzXML:2251###Urine_37_Top10_POS.mzXML:2374###Urine_37_Top10_POS.mzXML:2757###	 	G1,	342.712272727	37.1154740374	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1218	1	1
1219	16	223.088	0	223.088	1.89537e+07	9	7	0	0	0	0	Urine_37_Top10_POS.mzXML:4130###Urine_37_Top10_POS.mzXML:4165###Urine_37_Top10_POS.mzXML:4374###Urine_37_Top10_POS.mzXML:4438###Urine_37_Top10_POS.mzXML:4490###Urine_37_Top10_POS.mzXML:4508###Urine_37_Top10_POS.mzXML:4587###Urine_37_Top10_POS.mzXML:4601###Urine_37_Top10_POS.mzXML:4710###Urine_64_Top10_POS.mzXML:3989###Urine_64_Top10_POS.mzXML:4240###Urine_64_Top10_POS.mzXML:4242###Urine_64_Top10_POS.mzXML:4303###Urine_64_Top10_POS.mzXML:4374###Urine_64_Top10_POS.mzXML:4394###Urine_64_Top10_POS.mzXML:4594###	 	G1,G2,	659.6195	26.6703836893	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1219	2	1
